1.000000,0.987688,0.951057,0.891007,0.809017,0.707107,0.587785,0.453990,0.309017,0.156434,0.000000,
0.969469,0.957534,0.922020,0.863804,0.784317,0.685518,0.569840,0.440130,0.299583,0.151658,0.000000,
0.939871,0.928300,0.893871,0.837431,0.760372,0.664589,0.552442,0.426693,0.290436,0.147028,0.000000,
0.911176,0.899958,0.866580,0.811864,0.737157,0.644299,0.535576,0.413665,0.281569,0.142539,0.000000,
0.883358,0.872482,0.840123,0.787077,0.714651,0.624628,0.519225,0.401036,0.272973,0.138188,0.000000,
0.856388,0.845845,0.814474,0.763048,0.692833,0.605558,0.503372,0.388792,0.264639,0.133969,0.000000,
0.830242,0.820021,0.789607,0.739751,0.671680,0.587070,0.488004,0.376922,0.256559,0.129879,0.000000,
0.804895,0.794985,0.765500,0.717166,0.651173,0.569146,0.473105,0.365415,0.248726,0.125913,0.000000,
0.780321,0.770714,0.742129,0.695271,0.631293,0.551770,0.458661,0.354258,0.241132,0.122069,0.000000,
0.756497,0.747183,0.719472,0.674044,0.612019,0.534924,0.444658,0.343443,0.233770,0.118342,0.000000,
0.733401,0.724372,0.697506,0.653465,0.593334,0.518593,0.431082,0.332957,0.226633,0.114729,0.000000,
0.711010,0.702256,0.676211,0.633514,0.575219,0.502760,0.417921,0.322792,0.219714,0.111226,0.000000,
0.689302,0.680816,0.655565,0.614173,0.557657,0.487410,0.405162,0.312937,0.213006,0.107831,0.000000,
0.668258,0.660030,0.635551,0.595422,0.540632,0.472529,0.392792,0.303383,0.206503,0.104539,0.000000,
0.647855,0.639879,0.616147,0.577243,0.524126,0.458103,0.380800,0.294120,0.200198,0.101347,0.000000,
0.628076,0.620343,0.597336,0.559620,0.508124,0.444117,0.369174,0.285141,0.194086,0.098253,0.000000,
0.608900,0.601404,0.579099,0.542534,0.492611,0.430558,0.357903,0.276435,0.188161,0.095253,0.000000,
0.590310,0.583043,0.561419,0.525970,0.477571,0.417413,0.346976,0.267995,0.182416,0.092345,0.000000,
0.572288,0.565242,0.544278,0.509912,0.462991,0.404669,0.336382,0.259813,0.176847,0.089526,0.000000,
0.554816,0.547985,0.527661,0.494344,0.448855,0.392314,0.326112,0.251881,0.171447,0.086792,0.000000,
0.537877,0.531255,0.511551,0.479252,0.435152,0.380336,0.316156,0.244191,0.166213,0.084142,0.000000,
0.521455,0.515035,0.495933,0.464620,0.421866,0.368725,0.306504,0.236736,0.161139,0.081574,0.000000,
0.505535,0.499311,0.480792,0.450435,0.408986,0.357467,0.297146,0.229508,0.156219,0.079083,0.000000,
0.490101,0.484067,0.466113,0.436683,0.396500,0.346554,0.288074,0.222501,0.151449,0.076669,0.000000,
0.475138,0.469288,0.451883,0.423351,0.384394,0.335973,0.279279,0.215708,0.146826,0.074328,0.000000,
0.460631,0.454960,0.438087,0.410426,0.372659,0.325716,0.270752,0.209122,0.142343,0.072059,0.000000,
0.446568,0.441070,0.424712,0.397895,0.361281,0.315771,0.262486,0.202738,0.137997,0.069859,0.000000,
0.432934,0.427604,0.411745,0.385747,0.350251,0.306131,0.254472,0.196548,0.133784,0.067726,0.000000,
0.419717,0.414549,0.399174,0.373970,0.339558,0.296784,0.246703,0.190547,0.129700,0.065658,0.000000,
0.406902,0.401893,0.386987,0.362553,0.329191,0.287723,0.239171,0.184730,0.125740,0.063654,0.000000,
0.394479,0.389623,0.375172,0.351484,0.319141,0.278939,0.231869,0.179090,0.121901,0.061710,0.000000,
0.382436,0.377727,0.363718,0.340753,0.309397,0.270423,0.224790,0.173622,0.118179,0.059826,0.000000,
0.370760,0.366195,0.352614,0.330349,0.299951,0.262167,0.217927,0.168321,0.114571,0.058000,0.000000,
0.359440,0.355015,0.341848,0.320264,0.290793,0.254163,0.211274,0.163182,0.111073,0.056229,0.000000,
0.348466,0.344176,0.331411,0.310486,0.281915,0.246403,0.204823,0.158200,0.107682,0.054512,0.000000,
0.337828,0.333668,0.321293,0.301007,0.273308,0.238880,0.198570,0.153371,0.104394,0.052848,0.000000,
0.327514,0.323481,0.311484,0.291817,0.264964,0.231587,0.192508,0.148688,0.101207,0.051234,0.000000,
0.317514,0.313605,0.301974,0.282907,0.256875,0.224517,0.186630,0.144149,0.098117,0.049670,0.000000,
0.307820,0.304031,0.292755,0.274270,0.249032,0.217662,0.180932,0.139748,0.095122,0.048154,0.000000,
0.298423,0.294748,0.283817,0.265896,0.241429,0.211017,0.175408,0.135481,0.092218,0.046684,0.000000,
0.289312,0.285750,0.275152,0.257778,0.234058,0.204574,0.170053,0.131345,0.089402,0.045258,0.000000,
0.280479,0.277026,0.266751,0.249908,0.226912,0.198328,0.164861,0.127335,0.086673,0.043877,0.000000,
0.271916,0.268568,0.258607,0.242279,0.219984,0.192273,0.159828,0.123447,0.084027,0.042537,0.000000,
0.263614,0.260368,0.250712,0.234882,0.213268,0.186403,0.154948,0.119678,0.081461,0.041238,0.000000,
0.255566,0.252419,0.243057,0.227711,0.206757,0.180712,0.150218,0.116024,0.078974,0.039979,0.000000,
0.247763,0.244713,0.235637,0.220758,0.200445,0.175195,0.145631,0.112482,0.076563,0.038759,0.000000,
0.240199,0.237241,0.228443,0.214019,0.194325,0.169846,0.141185,0.109048,0.074225,0.037575,0.000000,
0.232865,0.229998,0.221468,0.207485,0.188392,0.164661,0.136875,0.105719,0.071959,0.036428,0.000000,
0.225756,0.222976,0.214707,0.201150,0.182640,0.159633,0.132696,0.102491,0.069762,0.035316,0.000000,
0.218863,0.216169,0.208151,0.195009,0.177064,0.154760,0.128645,0.099362,0.067633,0.034238,0.000000,
